Age,Gender,Education,Income,Joining_Designation,Grade,Total_Business_Value,Last_Quarterly_Rating,Quarterly_Rating_Increased,Target,Income_Increased,City_C1,City_C10,City_C11,City_C12,City_C13,City_C14,City_C15,City_C16,City_C17,City_C18,City_C19,City_C2,City_C20,City_C21,City_C22,City_C23,City_C24,City_C25,City_C26,City_C27,City_C28,City_C29,City_C3,City_C4,City_C5,City_C6,City_C7,City_C8,City_C9
47.0,0.0,2.0,35598.0,1.0,2.0,20843460.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,1.0,0.0,30999.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,1.0,0.0,14989.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32.0,0.0,0.0,50863.0,1.0,1.0,100240.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26.0,0.0,1.0,56936.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,0.0,1.0,38105.0,1.0,1.0,8420350.0,2.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,1.0,1.0,49443.0,3.0,3.0,244200.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,0.0,2.0,45609.0,1.0,1.0,626620.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,0.0,1.0,80586.0,1.0,3.0,3060390.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.0,1.0,0.0,50457.0,3.0,3.0,5715360.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,1.0,2.0,80138.0,1.0,2.0,2565930.0,1.0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,1.0,1.0,115978.0,4.0,4.0,0.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,0.0,2.0,35727.0,1.0,1.0,456170.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.6,0.0,2.0,53115.0,1.0,1.0,3140390.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,1.0,0.0,99669.0,1.0,4.0,59380670.0,2.0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.0,0.0,0.0,42059.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30.0,0.0,1.0,40008.0,1.0,1.0,6583320.0,3.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,2.0,70899.0,2.0,2.0,1613740.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36.0,1.0,1.0,39104.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,0.0,79797.0,1.0,1.0,143040.0,1.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,0.0,1.0,25207.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23.0,1.0,0.0,36637.0,2.0,2.0,550000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,0.0,2.0,38169.0,1.0,1.0,4925520.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.0,0.0,0.0,35189.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27.0,0.0,2.0,93170.0,3.0,3.0,10752230.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38.0,0.0,0.0,55943.0,1.0,2.0,2669780.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,0.0,2.0,113174.0,4.0,4.0,0.0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,1.0,0.0,34356.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,0.0,2.0,88715.0,2.0,2.0,2250980.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
31.0,1.0,0.0,36118.0,1.0,1.0,10885280.0,2.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,1.0,1.0,24875.0,1.0,1.0,10734200.0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.8,1.0,2.0,58278.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,1.0,0.0,40142.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.0,0.0,0.0,12456.0,1.0,1.0,643150.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,0.0,1.0,34692.0,2.0,2.0,4293290.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
23.0,0.0,1.0,37143.0,1.0,2.0,27355810.0,2.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27.0,1.0,0.0,57627.0,1.0,1.0,152890.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,0.0,2.0,38625.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.0,2.0,76198.0,2.0,3.0,10479300.0,3.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,0.0,2.0,55698.0,2.0,2.0,1226380.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,0.0,83926.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41.0,1.0,2.0,55762.0,1.0,1.0,1617190.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,0.0,0.0,70740.0,1.0,2.0,931110.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30.0,1.0,1.0,35595.0,1.0,1.0,6320460.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33.0,1.0,2.0,72503.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,1.0,1.0,92158.0,3.0,3.0,1072230.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,0.0,2.0,34020.0,1.0,1.0,3500430.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,1.0,2.0,75453.0,2.0,2.0,658610.0,2.0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,1.0,0.0,38396.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,0.0,2.0,72478.0,2.0,2.0,9644890.0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31.6,0.0,1.0,35283.0,1.0,1.0,1154620.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,1.0,44012.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
43.0,0.0,2.0,65603.0,2.0,2.0,350000.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,1.0,2.0,19020.0,1.0,1.0,100920.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,2.0,77011.0,2.0,2.0,532480.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,0.0,66854.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46.0,0.0,2.0,91279.0,1.0,3.0,26927680.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,0.0,43083.0,1.0,1.0,1628780.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,1.0,1.0,64610.0,1.0,2.0,552950.0,1.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,37890.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31.0,1.0,1.0,55108.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27.0,1.0,2.0,81385.0,1.0,2.0,642820.0,1.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,1.0,2.0,30442.0,1.0,1.0,950370.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.0,1.0,0.0,10747.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31.0,0.0,1.0,69160.0,3.0,3.0,4600000.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,1.0,0.0,63315.0,2.0,2.0,1916140.0,3.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34.0,0.0,2.0,53750.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27.0,1.0,2.0,49695.0,2.0,2.0,1273240.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,1.0,0.0,12987.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33.0,0.0,1.0,119870.0,3.0,3.0,7758650.0,4.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,0.0,0.0,84791.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,1.0,2.0,57225.0,2.0,2.0,1627260.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,2.0,43647.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,0.0,2.0,31780.0,1.0,1.0,13590220.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31.0,0.0,2.0,64444.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,1.0,0.0,97116.0,3.0,3.0,517690.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,0.0,1.0,35091.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,0.0,2.0,69454.0,2.0,2.0,194000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.0,1.0,0.0,71142.0,2.0,2.0,1174310.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,0.0,2.0,60391.0,1.0,1.0,1066070.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,0.0,0.0,17496.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,0.0,2.0,109473.0,3.0,3.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,1.0,0.0,26562.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45.0,0.0,0.0,54718.0,1.0,3.0,34374620.0,4.0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,1.0,2.0,44707.0,2.0,2.0,321720.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.0,0.0,2.0,43047.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24.0,1.0,0.0,44740.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,0.0,1.0,55836.0,1.0,1.0,16747520.0,2.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,1.0,1.0,92940.0,3.0,3.0,989800.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,1.0,21530.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,0.0,2.0,47668.0,3.0,3.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,0.0,1.0,59816.0,3.0,3.0,2031660.0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35.0,0.0,2.0,51930.0,2.0,2.0,200000.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,1.0,1.0,67049.0,1.0,3.0,1308180.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46.0,0.0,1.0,22019.0,2.0,2.0,1453360.0,2.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.0,0.0,0.0,27262.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23.0,0.0,2.0,71138.0,2.0,2.0,0.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,2.0,56243.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,1.0,0.0,111600.0,2.0,4.0,5356780.0,2.0,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,0.0,0.0,112934.0,3.0,3.0,790560.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,0.0,2.0,110542.0,4.0,4.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33.0,1.0,2.0,46186.0,1.0,1.0,850280.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33.0,0.0,0.0,38201.0,3.0,3.0,952840.0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
37.0,0.0,0.0,120771.0,2.0,4.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37.0,0.0,0.0,59947.0,2.0,2.0,12182590.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,2.0,41971.0,2.0,2.0,1970870.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,0.0,87902.0,1.0,3.0,31533700.0,4.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,54214.0,2.0,2.0,1103230.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,0.0,0.0,85112.0,3.0,3.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31.0,1.0,1.0,44069.0,1.0,1.0,806000.0,1.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.0,0.0,0.0,17253.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,0.0,51657.0,2.0,2.0,2805350.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33.0,0.0,1.0,42243.0,1.0,1.0,11318750.0,1.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,0.0,1.0,43053.0,1.0,1.0,600000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34.0,1.0,2.0,62199.0,2.0,2.0,903160.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,1.0,1.0,55465.0,2.0,3.0,2591670.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.2,0.0,2.0,50739.0,1.0,1.0,109020.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,0.0,1.0,34780.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40.0,1.0,0.0,111743.0,2.0,3.0,29530380.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36.0,1.0,2.0,42166.0,2.0,2.0,584180.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30.0,1.0,2.0,108812.0,3.0,3.0,301200.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30.0,1.0,1.0,80499.0,2.0,2.0,201770.0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,1.0,2.0,81206.0,1.0,2.0,6940080.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43.0,0.0,1.0,40102.0,1.0,2.0,2558650.0,1.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.0,0.0,2.0,123729.0,2.0,4.0,34707890.0,2.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,1.0,44273.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,1.0,2.0,81933.0,2.0,2.0,18076460.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,2.0,58533.0,2.0,2.0,1231750.0,3.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,1.0,2.0,108091.0,3.0,3.0,158570.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,0.0,1.0,49031.0,1.0,1.0,1267940.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24.0,0.0,1.0,17676.0,1.0,1.0,1542500.0,1.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,1.0,49122.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38.0,0.0,2.0,35793.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,39119.0,1.0,2.0,942130.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,1.0,1.0,110490.0,4.0,4.0,1450000.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,0.0,2.0,73194.0,2.0,2.0,1231540.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,1.0,2.0,20379.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34.0,0.0,0.0,30959.0,1.0,1.0,174000.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,79239.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46.0,1.0,0.0,44497.0,1.0,1.0,3934690.0,2.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
